Gname,Site,Year,Season,Rep,DFL,PH,TN,BLAST,BLS,BLB,TUNGRO,YLD
Salt152,IRRI,2012,DS,R2,106.0463449605,97.6732997388,10.7476977531,5.0330017985,5.6416231818,4.1475638791,5.4865371578,6.1658352563
Salt153,IRRI,2012,DS,R2,109.8310153617,97.4164895129,12.9031974322,3.6581744931,5.9357783742,3.838585136,2.8074076548,8.5561985067
Salt154,IRRI,2012,DS,R2,98.7373185254,101.6753694723,13.1783310174,4.3501849118,3.4228756107,5.4624513101,5.9661613064,6.9929167553
Salt155,IRRI,2012,DS,R2,92.637927931,104.4814280192,11.0774270077,4.9296969237,4.9789611829,5.5074186549,4.6303075615,6.6076747119
Salt156,IRRI,2012,DS,R2,104.3134263471,109.2275604244,13.3509386417,4.6381000868,4.1290306576,2.9152298275,5.1351617651,8.0125793969
Salt157,IRRI,2012,DS,R2,102.7919558697,100.4711610785,13.2124211832,6.0541731871,4.7500957123,5.3289898466,4.626833685,8.3518819468
Salt158,IRRI,2012,DS,R2,116.5126858322,96.9431511685,10.8587022254,4.6747471756,3.2028501857,4.3433607074,5.0850298346,8.4024664598
Salt159,IRRI,2012,DS,R2,100.5676039473,101.7655471478,12.7789092987,4.0121688274,5.6305324051,6.077490158,6.6263467382,8.2395699096
Salt160,IRRI,2012,DS,R2,120.0430380295,112.1041315743,12.3636287031,3.9573971798,7.3578052147,6.4822345243,4.3388216117,5.5553129804
Salt161,IRRI,2012,DS,R2,107.4970349437,80.2767721916,13.7586905536,4.7261183639,4.5624148684,4.7660840487,6.5473734646,10.0873327701
Salt162,IRRI,2012,DS,R2,102.2144768764,97.8205921329,11.5961501949,5.7343330883,4.4635331831,5.9533800334,4.8750621182,9.3128079228
Salt163,IRRI,2012,DS,R2,99.4921513356,106.5776585053,12.0551747784,4.8467825629,4.8764672412,3.541101661,5.6619719503,9.2061266937
Salt164,IRRI,2012,DS,R2,105.9819491208,107.4533917642,11.7466230225,5.3587840639,6.3766395752,4.5648964872,5.2438039594,8.2005829354
Salt165,IRRI,2012,DS,R2,110.2635970019,105.4715177054,10.5663303316,5.5887248907,5.2161839467,5.4024494893,5.5740519167,8.4479224472
Salt166,IRRI,2012,DS,R2,97.2096334061,92.3711349446,11.3830530771,4.1551429275,5.2943445534,3.5132515299,7.1418164916,7.3795977209
Salt167,IRRI,2012,DS,R2,109.5030808003,89.8935504747,14.1196869348,4.4147779319,3.9565871589,3.6750490811,6.9284735136,9.0798041584
Salt168,IRRI,2012,DS,R2,109.1751187586,103.5921358543,13.1649923595,2.9936841545,5.5794137954,5.1168991819,3.9917516666,7.3343151328
Salt169,IRRI,2012,DS,R2,100.5126938649,118.7713303979,13.2019753245,5.4497271549,5.5058698521,4.8546422751,3.7216554194,6.8938804572
Salt170,IRRI,2012,DS,R2,115.7606932775,95.3743672668,11.2752894239,5.3589501273,3.7412655396,4.9582050387,4.637287786,6.5029791171
Salt171,IRRI,2012,DS,R2,89.7021804228,89.0112612135,10.254168108,4.1669654249,4.107793157,3.5078440361,6.2895977456,7.2705079785
Salt172,IRRI,2012,DS,R2,108.9666065319,103.3388352143,12.3942913408,4.7505205594,5.19135096,4.1191562544,5.6892473469,8.1456448154
Salt173,IRRI,2012,DS,R2,105.2797993284,89.623865774,10.7159826241,4.8167311506,4.0301410275,2.5533803122,5.438536057,8.4982077023
Salt174,IRRI,2012,DS,R2,106.6368239141,91.4229495347,10.443523863,5.1617643821,3.3313756835,6.1204525628,4.8321409439,8.3970427194
Salt175,IRRI,2012,DS,R2,82.6157344738,99.2935097108,11.7664660687,7.0707784247,5.7662858887,6.1541944705,5.2462552829,9.1382394296
Salt176,IRRI,2012,DS,R2,104.9742406605,95.7558804302,11.492745094,5.2810008659,6.1188901025,5.3460611404,3.8781820454,8.7373397608
Salt177,IRRI,2012,DS,R2,96.1618119891,100.5264818647,11.6527396273,5.5636499795,6.8195878674,5.6483619392,5.7175342603,7.891413124
Salt178,IRRI,2012,DS,R2,101.3626895518,108.5561310802,12.1626816891,2.9085330391,4.9200967797,5.6341049332,4.4345750989,8.5564782793
Salt179,IRRI,2012,DS,R2,105.1024422264,95.3990965106,11.4497719268,7.5233879878,5.3695873691,5.6506427868,5.1680347109,7.5485029123
Salt180,IRRI,2012,DS,R2,102.2417611058,94.9939171946,12.6286090877,5.8300519947,4.7402240689,4.982281711,5.9258999906,8.7912323226
Salt181,IRRI,2012,DS,R2,110.7200489643,98.7091519044,12.2303847657,5.8259690536,4.1018140278,5.9700422153,6.5846286743,6.2913035316
Salt182,IRRI,2012,DS,R2,88.2297260776,100.3083418643,11.1808714196,4.7922230955,4.2863403966,2.8156674368,3.8782822164,7.862903712
Salt183,IRRI,2012,DS,R2,99.7393359444,94.4962064425,12.7617064313,4.348356144,4.6749741617,4.3391199704,4.2946473162,7.2173970473
Salt184,IRRI,2012,DS,R2,89.5568121032,96.2912702956,10.4665457492,3.1864021667,4.7245176526,4.6575003981,5.6165681599,7.1182366342
Salt185,IRRI,2012,DS,R2,103.3152932694,90.4521439376,10.777607747,5.0113065303,3.8676281401,4.8782330127,4.7929838605,6.8000591507
Salt186,IRRI,2012,DS,R2,93.7781871582,106.3369783038,12.5502852359,5.9067953245,6.945607649,5.2114297732,5.7912951688,7.5276769076
Salt187,IRRI,2012,DS,R2,102.6001127439,97.7792432501,10.8968201103,4.5147367132,6.0805224324,5.0431637679,2.1312446536,8.5982158501
Salt188,IRRI,2012,DS,R2,107.8043102045,104.8879695123,11.3653393736,4.2605719146,4.6460530596,4.954080587,4.9483997798,8.5230312599
Salt189,IRRI,2012,DS,R2,113.1586034376,109.4868417095,12.5570510011,5.8382232448,5.726605054,3.0137331806,5.8864690776,7.7954306216
Salt190,IRRI,2012,DS,R2,80.8743864193,86.876608361,11.2422004156,4.009522319,5.2293406968,3.7080440454,5.8551941871,6.1016640076
Salt191,IRRI,2012,DS,R2,100.6812438275,102.6975315374,12.4581195134,5.8095562128,3.4899698802,5.0312990869,4.6743576629,7.3783252731
Salt192,IRRI,2012,DS,R2,107.4895308117,103.7424459032,11.9531690154,4.2166976635,5.8050811519,5.2276476155,4.7292742252,7.781640447
Salt193,IRRI,2012,DS,R2,102.1093692137,108.6696994947,13.2591071881,5.2095329248,5.0391327578,6.8479013425,5.6690327371,7.4061231566
Salt194,IRRI,2012,DS,R2,87.6399138071,96.5564986776,12.5917892054,5.1704018432,6.2366687257,5.9144926568,5.3567602898,7.8323193239
Salt195,IRRI,2012,DS,R2,96.4468266062,75.570103653,11.3235922818,5.9765614591,2.3531515956,5.2287062966,5.5342759932,6.7041271423
Salt196,IRRI,2012,DS,R2,101.1465717453,70.5864944174,11.6423230828,4.1222026772,6.4959830389,2.1615408779,4.5521098091,6.7876120421
Salt197,IRRI,2012,DS,R2,92.5998202815,101.9177846714,10.8516396285,5.0988101881,6.7016540805,4.3734246822,5.0486998726,8.8305781539
Salt198,IRRI,2012,DS,R2,92.9217784028,90.934946052,11.157777439,5.8439060459,4.2736475189,6.1565833176,7.1067926665,8.0806428892
Salt199,IRRI,2012,DS,R2,121.2301225471,105.3891269212,12.5550621884,5.4739636661,6.3061968116,4.9183767331,5.7400365534,8.4785290831
Salt200,IRRI,2012,DS,R2,94.3980246953,91.818273918,11.4659075389,6.0155810098,5.8350259165,7.6474617084,4.7523372384,8.0690257551
